(116, 66, 14)
(116, 66, 15)
(116, 65, 15)
(116, 64, 15)
(116, 64, 14)
(10, 70, 5)
(116, 66, 13)
(116, 65, 13)
(116, 64, 13)
(116, 62, 13)
(116, 61, 13)
(116, 60, 13)
(116, 60, 14)
(116, 60, 15)
(116, 61, 15)
(116, 62, 15)
(116, 62, 14)
(124, 53, 14)
(124, 54, 14)
(124, 55, 14)
(124, 53, 15)
(124, 53, 16)
(124, 54, 16)
(124, 55, 16)
(124, 56, 16)
(124, 56, 15)
(124, 56, 14)
(124, 60, 14)
(124, 60, 15)
(124, 61, 15)
(124, 62, 15)
(124, 62, 14)
(124, 62, 13)
(124, 61, 13)
(124, 60, 13)
(124, 64, 13)
(124, 65, 13)
(124, 66, 13)
(124, 66, 14)
(124, 66, 15)
(124, 65, 15)
(124, 64, 15)
(124, 64, 14)
(117, 52, 14)
(118, 52, 14)
(119, 52, 14)
(119, 52, 15)
(119, 52, 16)
(118, 52, 16)
(117, 52, 16)
(117, 52, 15)
(121, 52, 15)
(121, 52, 14)
(122, 52, 14)
(123, 52, 14)
(123, 52, 15)
(123, 52, 16)
(122, 52, 16)
(121, 52, 16)
(116, 56, 14)
(116, 55, 14)
(116, 54, 14)
(116, 53, 14)
(116, 53, 15)
(116, 53, 16)
(116, 54, 16)
(116, 55, 16)
(116, 56, 16)
(116, 56, 15)
