(124, 57, 11)
(123, 57, 10)
(122, 57, 9)
(121, 57, 8)
(125, 57, 12)
(125, 61, 12)
(124, 61, 11)
(123, 61, 10)
(122, 61, 9)
(121, 61, 8)
(125, 65, 12)
(124, 65, 11)
(123, 65, 10)
(122, 65, 9)
(121, 65, 8)
(125, 53, 12)
(124, 53, 11)
(123, 53, 10)
(125, 58, 13)
(125, 57, 13)
(125, 56, 13)
(125, 55, 13)
(125, 54, 13)
(125, 53, 13)
(125, 52, 13)
(125, 51, 13)
(124, 51, 13)
(123, 51, 13)
(122, 51, 13)
(121, 51, 13)
(120, 51, 13)
(119, 51, 13)
(118, 51, 13)
(117, 51, 13)
(116, 51, 13)
(115, 51, 13)
(115, 52, 13)
(115, 53, 13)
(115, 54, 13)
(115, 55, 13)
(115, 56, 13)
(115, 57, 13)
(115, 58, 13)
(120, 53, 12)
(120, 53, 11)
(120, 53, 10)
(120, 54, 9)
(120, 55, 8)
(120, 56, 8)
(120, 57, 8)
(120, 58, 8)
(120, 59, 8)
(120, 60, 8)
(120, 61, 8)
(120, 62, 8)
(120, 63, 8)
(120, 70, 8)
(120, 69, 8)
(120, 68, 8)
(120, 67, 8)
(120, 66, 8)
(120, 65, 8)
(120, 64, 8)
(120, 71, 9)
(120, 72, 10)
(120, 73, 11)
(120, 73, 12)
(120, 74, 13)
(120, 74, 14)
(120, 75, 15)
(120, 75, 16)
(120, 70, 9)
(120, 71, 10)
(120, 72, 11)
(120, 73, 13)
(120, 73, 14)
(120, 74, 15)
(120, 74, 16)
(115, 65, 12)
(116, 65, 11)
(117, 65, 10)
(118, 65, 9)
(119, 65, 8)
(115, 61, 12)
(116, 61, 11)
(117, 61, 10)
(118, 61, 9)
(119, 61, 8)
(115, 57, 12)
(116, 57, 11)
(117, 57, 10)
(118, 57, 9)
(119, 57, 8)
(115, 53, 12)
(116, 53, 11)
(117, 53, 10)
(117, 71, 12)
(117, 70, 12)
(116, 69, 12)
(116, 68, 12)
(115, 67, 12)
(115, 66, 12)
(115, 64, 12)
(115, 63, 12)
(115, 62, 12)
(115, 60, 12)
(115, 59, 12)
(115, 58, 12)
(115, 56, 12)
(115, 55, 12)
(115, 54, 12)
(115, 52, 12)
(116, 52, 12)
(124, 52, 12)
(125, 52, 12)
(122, 72, 12)
(123, 71, 12)
(123, 70, 12)
(124, 69, 12)
(124, 68, 12)
(125, 67, 12)
(125, 66, 12)
(125, 64, 12)
(125, 63, 12)
(125, 62, 12)
(125, 60, 12)
(125, 59, 12)
(125, 58, 12)
(125, 56, 12)
(125, 55, 12)
(125, 54, 12)
(125, 60, 17)
(125, 61, 17)
(125, 62, 17)
(125, 63, 17)
(125, 65, 17)
(125, 64, 17)
(125, 65, 17)
(125, 67, 17)
(125, 68, 17)
(124, 69, 17)
(124, 70, 17)
(123, 71, 17)
(123, 72, 17)
(122, 73, 17)
(121, 73, 17)
(120, 74, 17)
(120, 75, 17)
(120, 76, 17)
(125, 59, 17)
(126, 59, 17)
(126, 58, 17)
(126, 57, 17)
(126, 56, 17)
(126, 55, 17)
(126, 54, 17)
(126, 53, 17)
(126, 52, 17)
(126, 51, 17)
(126, 50, 17)
(125, 50, 17)
(124, 50, 17)
(123, 50, 17)
(122, 50, 17)
(121, 50, 17)
(120, 50, 17)
(119, 50, 17)
(118, 50, 17)
(117, 50, 17)
(116, 50, 17)
(115, 50, 17)
(114, 50, 17)
(114, 51, 17)
(114, 52, 17)
(114, 53, 17)
(114, 54, 17)
(114, 55, 17)
(114, 56, 17)
(114, 57, 17)
(114, 58, 17)
(114, 59, 17)
(117, 59, 17)
(116, 59, 17)
(115, 59, 17)
(115, 60, 17)
(115, 61, 17)
(115, 62, 17)
(115, 63, 17)
(115, 64, 17)
(115, 65, 17)
(115, 66, 17)
(115, 67, 17)
(115, 68, 17)
(116, 69, 17)
(116, 70, 17)
(117, 71, 17)
(117, 72, 17)
(118, 73, 17)
(119, 73, 17)
(115, 58, 18)
(115, 57, 18)
(115, 56, 18)
(115, 55, 18)
(115, 54, 18)
(115, 53, 18)
(115, 52, 18)
(115, 51, 18)
(116, 51, 18)
(117, 51, 18)
(118, 51, 18)
(119, 51, 18)
(120, 51, 18)
(121, 51, 18)
(122, 51, 18)
(123, 51, 18)
(124, 51, 18)
(125, 51, 18)
(125, 52, 18)
(125, 53, 18)
(125, 54, 18)
(125, 55, 18)
(125, 56, 18)
(125, 57, 18)
(125, 58, 18)
(124, 58, 18)
(116, 58, 18)
(117, 58, 18)
(117, 57, 18)
(118, 57, 18)
(119, 57, 18)
(120, 57, 18)
(120, 58, 18)
(121, 58, 18)
(118, 56, 18)
(118, 52, 18)
(119, 52, 18)
(120, 52, 18)
(121, 52, 18)
(122, 52, 18)
(120, 66, 16)
(120, 67, 16)
(120, 68, 16)
(120, 68, 17)
(120, 69, 17)
(120, 70, 17)
(120, 71, 17)
(120, 72, 17)
(120, 73, 17)
(120, 70, 18)
(120, 71, 18)
(120, 72, 18)
(120, 73, 18)
(120, 74, 18)
(120, 75, 18)
(120, 76, 18)
(120, 77, 18)
(120, 78, 18)
(120, 72, 19)
(120, 73, 19)
(120, 74, 19)
(120, 75, 19)
(120, 76, 19)
(120, 77, 19)
(120, 78, 19)
(120, 79, 19)
(120, 80, 19)
(125, 60, 17)
(125, 61, 17)
(125, 62, 17)
(125, 63, 17)
(125, 64, 17)
(125, 64, 17)
(125, 65, 17)
(125, 66, 17)
(125, 67, 17)
(125, 68, 17)
(124, 69, 17)
(124, 70, 17)
(123, 71, 17)
(123, 72, 17)
(122, 73, 17)
(121, 73, 17)
(119, 73, 17)
(118, 73, 17)
(117, 72, 17)
(117, 71, 17)
(116, 70, 17)
(116, 69, 17)
(115, 68, 17)
(115, 67, 17)
(115, 66, 17)
(115, 65, 17)
(115, 64, 17)
(115, 63, 17)
(115, 62, 17)
(115, 61, 17)
(115, 60, 17)
(125, 59, 13)
(125, 54, 12)
(125, 55, 12)
(125, 56, 12)
(125, 58, 12)
(125, 59, 12)
(125, 60, 12)
(125, 62, 12)
(125, 63, 12)
(125, 64, 12)
(125, 66, 12)
(125, 67, 12)
(124, 68, 12)
(124, 69, 12)
(123, 70, 12)
(123, 71, 12)
(122, 72, 12)
(121, 73, 12)
(125, 58, 17)
(125, 57, 17)
(125, 56, 17)
(125, 55, 17)
(125, 54, 17)
(125, 53, 17)
(125, 52, 17)
(125, 51, 17)
(124, 51, 17)
(123, 51, 17)
(122, 51, 17)
(121, 51, 17)
(120, 51, 17)
(119, 51, 17)
(118, 51, 17)
(117, 51, 17)
(116, 51, 17)
(115, 51, 17)
(115, 52, 17)
(115, 53, 17)
(115, 54, 17)
(115, 55, 17)
(115, 56, 17)
(115, 57, 17)
(115, 58, 17)
(120, 58, 17)
(121, 58, 17)
(122, 58, 17)
(123, 58, 17)
(124, 58, 17)
(115, 53, 12)
(115, 54, 12)
(115, 54, 12)
(115, 55, 12)
(115, 56, 12)
(115, 56, 12)
(115, 57, 12)
(115, 58, 12)
(115, 59, 12)
(115, 60, 12)
(115, 61, 12)
(115, 62, 12)
(115, 63, 12)
(115, 64, 12)
(115, 65, 12)
(115, 66, 12)
(115, 67, 12)
(116, 68, 12)
(116, 69, 12)
(117, 70, 12)
(117, 71, 12)
(118, 72, 12)
(119, 73, 12)
